OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,Country,City,State,PostalCode,Region,ProductID,Category,SubCategory,ProductName,Sales,DaysToShip,OrderYear,OrderMonth,OrderQuarter,OrderYearMonth,OrderWeekOfYear,OrderMonthName,OrderIsWeekendOrder,ShipYear,ShipMonth,ShipQuarter,ShipYearMonth,ShipWeekOfYear,ShipMonthName,ShipIsWeekendShip
ca-2015-167164,2015-05-13,2015-05-15,second class,ag-10270,alejandro grove,consumer,united states,west jordan,utah,84084,west,OFF-ST-10000107,office supplies,storage,fellowes super stor/drawer,55.5,2,2015,5,2,2015-05,20,May,False,2015,5,2,2015-05,20,May,False
ca-2015-143336,2015-08-27,2015-09-01,second class,zd-21925,zuschuss donatelli,consumer,united states,san francisco,california,94109,west,OFF-AR-10003056,office supplies,art,newell 341,8.56,5,2015,8,3,2015-08,35,August,False,2015,9,3,2015-09,36,September,False
ca-2015-143336,2015-08-27,2015-09-01,second class,zd-21925,zuschuss donatelli,consumer,united states,san francisco,california,94109,west,TEC-PH-10001949,technology,phones,cisco spa 501g ip phone,213.48,5,2015,8,3,2015-08,35,August,False,2015,9,3,2015-09,36,September,False
ca-2015-143336,2015-08-27,2015-09-01,second class,zd-21925,zuschuss donatelli,consumer,united states,san francisco,california,94109,west,OFF-BI-10002215,office supplies,binders,"wilson jones hanging view binder, white, 1",22.72,5,2015,8,3,2015-08,35,August,False,2015,9,3,2015-09,36,September,False
ca-2017-137330,2017-12-09,2017-12-13,standard class,kb-16585,ken black,corporate,united states,fremont,nebraska,68025,central,OFF-AR-10000246,office supplies,art,newell 318,19.46,4,2017,12,4,2017-12,49,December,True,2017,12,4,2017-12,50,December,False
ca-2017-137330,2017-12-09,2017-12-13,standard class,kb-16585,ken black,corporate,united states,fremont,nebraska,68025,central,OFF-AP-10001492,office supplies,appliances,"acco six-outlet power strip, 4' cord length",60.34,4,2017,12,4,2017-12,49,December,True,2017,12,4,2017-12,50,December,False
us-2018-156909,2018-07-16,2018-07-18,second class,sf-20065,sandra flanagan,consumer,united states,philadelphia,pennsylvania,19140,east,FUR-CH-10002774,furniture,chairs,"global deluxe stacking chair, gray",71.372,2,2018,7,3,2018-07,29,July,False,2018,7,3,2018-07,29,July,False
ca-2016-106320,2016-09-25,2016-09-30,standard class,eb-13870,emily burns,consumer,united states,orem,utah,84057,west,FUR-TA-10000577,furniture,tables,bretford cr4500 series slim rectangular table,1044.63,5,2016,9,3,2016-09,38,September,True,2016,9,3,2016-09,39,September,False
ca-2017-121755,2017-01-16,2017-01-20,second class,eh-13945,eric hoffmann,consumer,united states,los angeles,california,90049,west,OFF-BI-10001634,office supplies,binders,wilson jones active use binders,11.648,4,2017,1,1,2017-01,3,January,False,2017,1,1,2017-01,3,January,False
ca-2017-121755,2017-01-16,2017-01-20,second class,eh-13945,eric hoffmann,consumer,united states,los angeles,california,90049,west,TEC-AC-10003027,technology,accessories,imation 8gb mini traveldrive usb 2.0 flash drive,90.57,4,2017,1,1,2017-01,3,January,False,2017,1,1,2017-01,3,January,False
us-2016-150630,2016-09-17,2016-09-21,standard class,tb-21520,tracy blumstein,consumer,united states,philadelphia,pennsylvania,19140,east,FUR-BO-10004834,furniture,bookcases,"riverside palais royal lawyers bookcase, royale cherry finish",3083.43,4,2016,9,3,2016-09,37,September,True,2016,9,3,2016-09,38,September,False
us-2016-150630,2016-09-17,2016-09-21,standard class,tb-21520,tracy blumstein,consumer,united states,philadelphia,pennsylvania,19140,east,OFF-BI-10000474,office supplies,binders,avery recycled flexi-view covers for binding systems,9.618,4,2016,9,3,2016-09,37,September,True,2016,9,3,2016-09,38,September,False
us-2016-150630,2016-09-17,2016-09-21,standard class,tb-21520,tracy blumstein,consumer,united states,philadelphia,pennsylvania,19140,east,FUR-FU-10004848,furniture,furnishings,"howard miller 13-3/4"" diameter brushed chrome round wall clock",124.2,4,2016,9,3,2016-09,37,September,True,2016,9,3,2016-09,38,September,False
us-2016-150630,2016-09-17,2016-09-21,standard class,tb-21520,tracy blumstein,consumer,united states,philadelphia,pennsylvania,19140,east,OFF-EN-10001509,office supplies,envelopes,poly string tie envelopes,3.264,4,2016,9,3,2016-09,37,September,True,2016,9,3,2016-09,38,September,False
us-2016-150630,2016-09-17,2016-09-21,standard class,tb-21520,tracy blumstein,consumer,united states,philadelphia,pennsylvania,19140,east,OFF-AR-10004042,office supplies,art,"boston model 1800 electric pencil sharpeners, putty/woodgrain",86.304,4,2016,9,3,2016-09,37,September,True,2016,9,3,2016-09,38,September,False
us-2016-150630,2016-09-17,2016-09-21,standard class,tb-21520,tracy blumstein,consumer,united states,philadelphia,pennsylvania,19140,east,OFF-BI-10001525,office supplies,binders,"acco pressboard covers with storage hooks, 14 7/8"" x 11"", executive red",6.858,4,2016,9,3,2016-09,37,September,True,2016,9,3,2016-09,38,September,False
us-2016-150630,2016-09-17,2016-09-21,standard class,tb-21520,tracy blumstein,consumer,united states,philadelphia,pennsylvania,19140,east,OFF-AR-10001683,office supplies,art,lumber crayons,15.76,4,2016,9,3,2016-09,37,September,True,2016,9,3,2016-09,38,September,False
ca-2018-107727,2018-10-19,2018-10-23,second class,ma-17560,matt abelman,home office,united states,houston,texas,77095,central,OFF-PA-10000249,office supplies,paper,easy-staple paper,29.472,4,2018,10,4,2018-10,42,October,False,2018,10,4,2018-10,43,October,False
ca-2017-117590,2017-12-08,2017-12-10,first class,gh-14485,gene hale,corporate,united states,richardson,texas,75080,central,TEC-PH-10004977,technology,phones,ge 30524ee4,1097.544,2,2017,12,4,2017-12,49,December,False,2017,12,4,2017-12,49,December,True
ca-2017-117590,2017-12-08,2017-12-10,first class,gh-14485,gene hale,corporate,united states,richardson,texas,75080,central,FUR-FU-10003664,furniture,furnishings,"electrix architect's clamp-on swing arm lamp, black",190.92,2,2017,12,4,2017-12,49,December,False,2017,12,4,2017-12,49,December,True
ca-2016-117415,2016-12-27,2016-12-31,standard class,sn-20710,steve nguyen,home office,united states,houston,texas,77041,central,OFF-EN-10002986,office supplies,envelopes,"#10-4 1/8"" x 9 1/2"" premium diagonal seam envelopes",113.328,4,2016,12,4,2016-12,52,December,False,2016,12,4,2016-12,52,December,True
ca-2016-117415,2016-12-27,2016-12-31,standard class,sn-20710,steve nguyen,home office,united states,houston,texas,77041,central,FUR-BO-10002545,furniture,bookcases,"atlantic metals mobile 3-shelf bookcases, custom colors",532.3992,4,2016,12,4,2016-12,52,December,False,2016,12,4,2016-12,52,December,True
ca-2016-117415,2016-12-27,2016-12-31,standard class,sn-20710,steve nguyen,home office,united states,houston,texas,77041,central,FUR-CH-10004218,furniture,chairs,"global fabric manager's chair, dark gray",212.058,4,2016,12,4,2016-12,52,December,False,2016,12,4,2016-12,52,December,True
ca-2016-117415,2016-12-27,2016-12-31,standard class,sn-20710,steve nguyen,home office,united states,houston,texas,77041,central,TEC-PH-10000486,technology,phones,plantronics hl10 handset lifter,371.168,4,2016,12,4,2016-12,52,December,False,2016,12,4,2016-12,52,December,True
ca-2018-120999,2018-09-10,2018-09-15,standard class,lc-16930,linda cazamias,corporate,united states,naperville,illinois,60540,central,TEC-PH-10004093,technology,phones,panasonic kx-ts550,147.168,5,2018,9,3,2018-09,37,September,False,2018,9,3,2018-09,37,September,True
ca-2017-101343,2017-07-17,2017-07-22,standard class,ra-19885,ruben ausman,corporate,united states,los angeles,california,90049,west,OFF-ST-10003479,office supplies,storage,"eldon base for stackable storage shelf, platinum",77.88,5,2017,7,3,2017-07,29,July,False,2017,7,3,2017-07,29,July,True
ca-2018-139619,2018-09-19,2018-09-23,standard class,es-14080,erin smith,corporate,united states,melbourne,florida,32935,south,OFF-ST-10003282,office supplies,storage,"advantus 10-drawer portable organizer, chrome metal frame, smoke drawers",95.616,4,2018,9,3,2018-09,38,September,False,2018,9,3,2018-09,38,September,True
ca-2017-118255,2017-03-11,2017-03-13,first class,on-18715,odella nelson,corporate,united states,eagan,minnesota,55122,central,TEC-AC-10000171,technology,accessories,"verbatim 25 gb 6x blu-ray single layer recordable disc, 25/pack",45.98,2,2017,3,1,2017-03,10,March,True,2017,3,1,2017-03,11,March,False
ca-2017-118255,2017-03-11,2017-03-13,first class,on-18715,odella nelson,corporate,united states,eagan,minnesota,55122,central,OFF-BI-10003291,office supplies,binders,wilson jones leather-like binders with dubllock round rings,17.46,2,2017,3,1,2017-03,10,March,True,2017,3,1,2017-03,11,March,False
ca-2015-146703,2015-10-20,2015-10-25,second class,po-18865,patrick o'donnell,consumer,united states,westland,michigan,48185,central,OFF-ST-10001713,office supplies,storage,"gould plastics 9-pocket panel bin, 18-3/8w x 5-1/4d x 20-1/2h, black",211.96,5,2015,10,4,2015-10,43,October,False,2015,10,4,2015-10,43,October,True
ca-2017-169194,2017-06-20,2017-06-25,standard class,lh-16900,lena hernandez,consumer,united states,dover,delaware,19901,east,TEC-AC-10002167,technology,accessories,imation 8gb micro traveldrive usb 2.0 flash drive,45.0,5,2017,6,2,2017-06,25,June,False,2017,6,2,2017-06,25,June,True
ca-2017-169194,2017-06-20,2017-06-25,standard class,lh-16900,lena hernandez,consumer,united states,dover,delaware,19901,east,TEC-PH-10003988,technology,phones,"lf elite 3d dazzle designer hard case cover, lf stylus pen and wiper for apple iphone 5c mini lite",21.8,5,2017,6,2,2017-06,25,June,False,2017,6,2,2017-06,25,June,True
ca-2016-115742,2016-04-18,2016-04-22,standard class,dp-13000,darren powers,consumer,united states,new albany,indiana,47150,central,OFF-BI-10004410,office supplies,binders,"c-line peel & stick add-on filing pockets, 8-3/4 x 5-1/8, 10/pack",38.22,4,2016,4,2,2016-04,16,April,False,2016,4,2,2016-04,16,April,False
ca-2016-115742,2016-04-18,2016-04-22,standard class,dp-13000,darren powers,consumer,united states,new albany,indiana,47150,central,OFF-LA-10002762,office supplies,labels,avery 485,75.18,4,2016,4,2,2016-04,16,April,False,2016,4,2,2016-04,16,April,False
ca-2016-115742,2016-04-18,2016-04-22,standard class,dp-13000,darren powers,consumer,united states,new albany,indiana,47150,central,FUR-FU-10001706,furniture,furnishings,longer-life soft white bulbs,6.16,4,2016,4,2,2016-04,16,April,False,2016,4,2,2016-04,16,April,False
ca-2016-115742,2016-04-18,2016-04-22,standard class,dp-13000,darren powers,consumer,united states,new albany,indiana,47150,central,FUR-CH-10003061,furniture,chairs,"global leather task chair, black",89.99,4,2016,4,2,2016-04,16,April,False,2016,4,2,2016-04,16,April,False
ca-2017-105816,2017-12-11,2017-12-17,standard class,jm-15265,janet molinari,corporate,united states,new york city,new york,10024,east,OFF-FA-10000304,office supplies,fasteners,advantus push pins,15.26,6,2017,12,4,2017-12,50,December,False,2017,12,4,2017-12,50,December,True
ca-2017-105816,2017-12-11,2017-12-17,standard class,jm-15265,janet molinari,corporate,united states,new york city,new york,10024,east,TEC-PH-10002447,technology,phones,at&t cl83451 4-handset telephone,1029.95,6,2017,12,4,2017-12,50,December,False,2017,12,4,2017-12,50,December,True
ca-2017-111682,2017-06-17,2017-06-18,first class,tb-21055,ted butterfield,consumer,united states,troy,new york,12180,east,OFF-ST-10000604,office supplies,storage,home/office personal file carts,208.56,1,2017,6,2,2017-06,24,June,True,2017,6,2,2017-06,24,June,True
ca-2017-111682,2017-06-17,2017-06-18,first class,tb-21055,ted butterfield,consumer,united states,troy,new york,12180,east,OFF-PA-10001569,office supplies,paper,xerox 232,32.4,1,2017,6,2,2017-06,24,June,True,2017,6,2,2017-06,24,June,True
ca-2017-111682,2017-06-17,2017-06-18,first class,tb-21055,ted butterfield,consumer,united states,troy,new york,12180,east,FUR-CH-10003968,furniture,chairs,novimex turbo task chair,319.41,1,2017,6,2,2017-06,24,June,True,2017,6,2,2017-06,24,June,True
ca-2017-111682,2017-06-17,2017-06-18,first class,tb-21055,ted butterfield,consumer,united states,troy,new york,12180,east,OFF-PA-10000587,office supplies,paper,"array parchment paper, assorted colors",14.56,1,2017,6,2,2017-06,24,June,True,2017,6,2,2017-06,24,June,True
ca-2017-111682,2017-06-17,2017-06-18,first class,tb-21055,ted butterfield,consumer,united states,troy,new york,12180,east,TEC-AC-10002167,technology,accessories,imation 8gb micro traveldrive usb 2.0 flash drive,30.0,1,2017,6,2,2017-06,24,June,True,2017,6,2,2017-06,24,June,True
ca-2017-111682,2017-06-17,2017-06-18,first class,tb-21055,ted butterfield,consumer,united states,troy,new york,12180,east,OFF-BI-10001460,office supplies,binders,plastic binding combs,48.48,1,2017,6,2,2017-06,24,June,True,2017,6,2,2017-06,24,June,True
ca-2017-111682,2017-06-17,2017-06-18,first class,tb-21055,ted butterfield,consumer,united states,troy,new york,12180,east,OFF-AR-10001868,office supplies,art,prang dustless chalk sticks,1.68,1,2017,6,2,2017-06,24,June,True,2017,6,2,2017-06,24,June,True
ca-2016-135545,2016-11-24,2016-11-30,standard class,km-16720,kunst miller,consumer,united states,los angeles,california,90004,west,TEC-AC-10004633,technology,accessories,"verbatim 25 gb 6x blu-ray single layer recordable disc, 3/pack",13.98,6,2016,11,4,2016-11,47,November,False,2016,11,4,2016-11,48,November,False
ca-2016-135545,2016-11-24,2016-11-30,standard class,km-16720,kunst miller,consumer,united states,los angeles,california,90004,west,OFF-BI-10001078,office supplies,binders,"acco presstex data binder with storage hooks, dark blue, 14 7/8"" x 11",25.824,6,2016,11,4,2016-11,47,November,False,2016,11,4,2016-11,48,November,False
ca-2016-135545,2016-11-24,2016-11-30,standard class,km-16720,kunst miller,consumer,united states,los angeles,california,90004,west,OFF-PA-10003892,office supplies,paper,xerox 1943,146.73,6,2016,11,4,2016-11,47,November,False,2016,11,4,2016-11,48,November,False
ca-2016-135545,2016-11-24,2016-11-30,standard class,km-16720,kunst miller,consumer,united states,los angeles,california,90004,west,FUR-FU-10000397,furniture,furnishings,luxo economy swing arm lamp,79.76,6,2016,11,4,2016-11,47,November,False,2016,11,4,2016-11,48,November,False
us-2016-164175,2016-04-30,2016-05-05,standard class,ps-18970,paul stevenson,home office,united states,chicago,illinois,60610,central,FUR-CH-10001146,furniture,chairs,"global value mid-back manager's chair, gray",213.115,5,2016,4,2,2016-04,17,April,True,2016,5,2,2016-05,18,May,False
ca-2015-106376,2015-12-05,2015-12-10,standard class,bs-11590,brendan sweed,corporate,united states,gilbert,arizona,85234,west,OFF-AR-10002671,office supplies,art,"hunt boston model 1606 high-volume electric pencil sharpener, beige",1113.024,5,2015,12,4,2015-12,49,December,True,2015,12,4,2015-12,50,December,False
ca-2015-106376,2015-12-05,2015-12-10,standard class,bs-11590,brendan sweed,corporate,united states,gilbert,arizona,85234,west,TEC-PH-10002726,technology,phones,nettalk duo voip telephone service,167.968,5,2015,12,4,2015-12,49,December,True,2015,12,4,2015-12,50,December,False
ca-2017-119823,2017-06-04,2017-06-06,first class,kd-16270,karen daniels,consumer,united states,springfield,virginia,22153,south,OFF-PA-10000482,office supplies,paper,"snap-a-way black print carbonless ruled speed letter, triplicate",75.88,2,2017,6,2,2017-06,22,June,True,2017,6,2,2017-06,23,June,False
ca-2017-106075,2017-09-18,2017-09-23,standard class,hm-14980,henry macallister,consumer,united states,new york city,new york,10009,east,OFF-BI-10004654,office supplies,binders,avery binding system hidden tab executive style index sets,4.616,5,2017,9,3,2017-09,38,September,False,2017,9,3,2017-09,38,September,True
ca-2018-114440,2018-09-14,2018-09-17,second class,tb-21520,tracy blumstein,consumer,united states,jackson,michigan,49201,central,OFF-PA-10004675,office supplies,paper,"telephone message books with fax/mobile section, 5 1/2"" x 3 3/16",19.05,3,2018,9,3,2018-09,37,September,False,2018,9,3,2018-09,38,September,False
us-2016-134026,2016-04-26,2016-05-02,standard class,je-15745,joel eaton,consumer,united states,memphis,tennessee,38109,south,FUR-CH-10000513,furniture,chairs,high-back leather manager's chair,831.936,6,2016,4,2,2016-04,17,April,False,2016,5,2,2016-05,18,May,False
us-2016-134026,2016-04-26,2016-05-02,standard class,je-15745,joel eaton,consumer,united states,memphis,tennessee,38109,south,FUR-FU-10003708,furniture,furnishings,"tenex traditional chairmats for medium pile carpet, standard lip, 36"" x 48",97.04,6,2016,4,2,2016-04,17,April,False,2016,5,2,2016-05,18,May,False
us-2016-134026,2016-04-26,2016-05-02,standard class,je-15745,joel eaton,consumer,united states,memphis,tennessee,38109,south,OFF-ST-10004123,office supplies,storage,safco industrial wire shelving system,72.784,6,2016,4,2,2016-04,17,April,False,2016,5,2,2016-05,18,May,False
us-2018-118038,2018-12-09,2018-12-11,first class,kb-16600,ken brennan,corporate,united states,houston,texas,77041,central,OFF-BI-10004182,office supplies,binders,economy binders,1.248,2,2018,12,4,2018-12,49,December,True,2018,12,4,2018-12,50,December,False
us-2018-118038,2018-12-09,2018-12-11,first class,kb-16600,ken brennan,corporate,united states,houston,texas,77041,central,FUR-FU-10000260,furniture,furnishings,"6"" cubicle wall clock, black",9.708,2,2018,12,4,2018-12,49,December,True,2018,12,4,2018-12,50,December,False
us-2018-118038,2018-12-09,2018-12-11,first class,kb-16600,ken brennan,corporate,united states,houston,texas,77041,central,OFF-ST-10000615,office supplies,storage,"simplifile personal file, black granite, 15w x 6-15/16d x 11-1/4h",27.24,2,2018,12,4,2018-12,49,December,True,2018,12,4,2018-12,50,December,False
us-2015-147606,2015-11-26,2015-12-01,second class,je-15745,joel eaton,consumer,united states,houston,texas,77070,central,FUR-FU-10003194,furniture,furnishings,"eldon expressions desk accessory, wood pencil holder, oak",19.3,5,2015,11,4,2015-11,48,November,False,2015,12,4,2015-12,49,December,False
ca-2017-127208,2017-06-12,2017-06-15,first class,sc-20770,stewart carmichael,corporate,united states,decatur,alabama,35601,south,OFF-AP-10002118,office supplies,appliances,"1.7 cubic foot compact ""cube"" office refrigerators",208.16,3,2017,6,2,2017-06,24,June,False,2017,6,2,2017-06,24,June,False
ca-2017-127208,2017-06-12,2017-06-15,first class,sc-20770,stewart carmichael,corporate,united states,decatur,alabama,35601,south,OFF-BI-10002309,office supplies,binders,avery heavy-duty ezd  binder with locking rings,16.74,3,2017,6,2,2017-06,24,June,False,2017,6,2,2017-06,24,June,False
ca-2015-139451,2015-10-12,2015-10-16,standard class,dn-13690,duane noonan,consumer,united states,san francisco,california,94122,west,OFF-AR-10002053,office supplies,art,"premium writing pencils, soft, #2 by central association for the blind",14.9,4,2015,10,4,2015-10,42,October,False,2015,10,4,2015-10,42,October,False
ca-2015-139451,2015-10-12,2015-10-16,standard class,dn-13690,duane noonan,consumer,united states,san francisco,california,94122,west,OFF-ST-10002370,office supplies,storage,"sortfiler multipurpose personal file organizer, black",21.39,4,2015,10,4,2015-10,42,October,False,2015,10,4,2015-10,42,October,False
ca-2016-149734,2016-09-03,2016-09-08,standard class,jc-16105,julie creighton,corporate,united states,durham,north carolina,27707,south,OFF-EN-10000927,office supplies,envelopes,jet-pak recycled peel 'n' seal padded mailers,200.984,5,2016,9,3,2016-09,35,September,True,2016,9,3,2016-09,36,September,False
us-2018-119662,2018-11-13,2018-11-16,first class,cs-12400,christopher schild,home office,united states,chicago,illinois,60623,central,OFF-ST-10003656,office supplies,storage,safco industrial wire shelving,230.376,3,2018,11,4,2018-11,46,November,False,2018,11,4,2018-11,46,November,False
ca-2018-140088,2018-05-28,2018-05-30,second class,po-18865,patrick o'donnell,consumer,united states,columbia,south carolina,29203,south,FUR-CH-10000863,furniture,chairs,novimex swivel fabric task chair,301.96,2,2018,5,2,2018-05,22,May,False,2018,5,2,2018-05,22,May,False
ca-2018-155558,2018-10-26,2018-11-02,standard class,pg-18895,paul gonzalez,consumer,united states,rochester,minnesota,55901,central,TEC-AC-10001998,technology,accessories,logitech ls21 speaker system - pc multimedia - 2.1-ch - wired,19.99,7,2018,10,4,2018-10,43,October,False,2018,11,4,2018-11,44,November,False
ca-2018-155558,2018-10-26,2018-11-02,standard class,pg-18895,paul gonzalez,consumer,united states,rochester,minnesota,55901,central,OFF-LA-10000134,office supplies,labels,avery 511,6.16,7,2018,10,4,2018-10,43,October,False,2018,11,4,2018-11,44,November,False
ca-2017-159695,2017-04-05,2017-04-10,second class,gm-14455,gary mitchum,home office,united states,houston,texas,77095,central,OFF-ST-10003442,office supplies,storage,eldon portable mobile manager,158.368,5,2017,4,2,2017-04,14,April,False,2017,4,2,2017-04,15,April,False
ca-2017-109806,2017-09-17,2017-09-22,standard class,js-15685,jim sink,corporate,united states,los angeles,california,90036,west,OFF-AR-10004930,office supplies,art,turquoise lead holder with pocket clip,20.1,5,2017,9,3,2017-09,37,September,True,2017,9,3,2017-09,38,September,False
ca-2017-109806,2017-09-17,2017-09-22,standard class,js-15685,jim sink,corporate,united states,los angeles,california,90036,west,TEC-PH-10004093,technology,phones,panasonic kx-ts550,73.584,5,2017,9,3,2017-09,37,September,True,2017,9,3,2017-09,38,September,False
ca-2017-109806,2017-09-17,2017-09-22,standard class,js-15685,jim sink,corporate,united states,los angeles,california,90036,west,OFF-PA-10000304,office supplies,paper,xerox 1995,6.48,5,2017,9,3,2017-09,37,September,True,2017,9,3,2017-09,38,September,False
ca-2016-149587,2016-01-31,2016-02-05,second class,kb-16315,karl braun,consumer,united states,minneapolis,minnesota,55407,central,OFF-PA-10003177,office supplies,paper,xerox 1999,12.96,5,2016,1,1,2016-01,4,January,True,2016,2,1,2016-02,5,February,False
ca-2016-149587,2016-01-31,2016-02-05,second class,kb-16315,karl braun,consumer,united states,minneapolis,minnesota,55407,central,FUR-FU-10003799,furniture,furnishings,"seth thomas 13 1/2"" wall clock",53.34,5,2016,1,1,2016-01,4,January,True,2016,2,1,2016-02,5,February,False
ca-2016-149587,2016-01-31,2016-02-05,second class,kb-16315,karl braun,consumer,united states,minneapolis,minnesota,55407,central,OFF-BI-10002852,office supplies,binders,ibico standard transparent covers,32.96,5,2016,1,1,2016-01,4,January,True,2016,2,1,2016-02,5,February,False
us-2018-109484,2018-11-06,2018-11-12,standard class,rb-19705,roger barcio,home office,united states,portland,oregon,97206,west,OFF-BI-10004738,office supplies,binders,flexible leather- look classic collection ring binder,5.682,6,2018,11,4,2018-11,45,November,False,2018,11,4,2018-11,46,November,False
ca-2018-161018,2018-11-09,2018-11-11,second class,pn-18775,parhena norris,home office,united states,new york city,new york,10009,east,FUR-FU-10000629,furniture,furnishings,9-3/4 diameter round wall clock,96.53,2,2018,11,4,2018-11,45,November,False,2018,11,4,2018-11,45,November,True
ca-2018-157833,2018-06-17,2018-06-20,first class,kd-16345,katherine ducich,consumer,united states,san francisco,california,94122,west,OFF-BI-10001721,office supplies,binders,trimflex flexible post binders,51.312,3,2018,6,2,2018-06,24,June,True,2018,6,2,2018-06,25,June,False
